file_hash|source|installment|year|month|day|hour|minute|at_near|date_of_action|location_code|age|sex|cmplxn|country_of_citizenship|us_address_zip|last_entry|method_location_apprehension|foreign_address|status_at_entry|status_when_found|mother_nationality|father_nationality|spouse_nationality|number_nationality_minor_children|disposition|charge_code_words|accompanied_juvenile_flag|unaccompanied_juvenile_flag|custody_redetermination_flag|date|quarter|fy|cota_in_force|kww_in_force|mentions_airport|mentions_anonymous_tip|mentions_border_patrol|mentions_bus|mentions_corrections|mentions_courthouse|mentions_database|mentions_detainer|mentions_family_unit|mentions_greyhound|mentions_hsi|mentions_jail|mentions_juvenile|mentions_license_plate|mentions_no_criminal_history|mentions_police|mentions_previous_deport|mentions_prison|mentions_probation_office|mentions_secure_comm|mentions_sheriff|mentions_state_patrol|mentions_surveillance|mentions_task_force|mentions_traffic|state|county|lat|lon
143cfdfdd4abde50d431f2b6331a853a740618aa|ice|ICE 2020-05|2019.0|8.0|22.0|9.0|0.0|"ON 8/22/19, |(B)(6); (B)(7)(C) APPEARED AT THE PORTLAND ICE/ERO OFFICE AS REQUIRED BY HIS I-"|08/22/19|POO/POO|38.0|M|MEDIUM|MEXICO|97005.0||NCA NA|||||||4-UNITED STATES|BAG AND BAGGAGE|08/22/2019 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs)|0.0|0.0|0.0|2019-08-22|2019.4|2019.0|False|True|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False||||
21b88f70f29db5a316a4b42c42a433f5736687f2|ice|ICE 2020-05|2019.0|1.0|29.0|15.0|0.0|PORT ORCHARD, WA|01/31/19|SEA/SEA|34.0|M|MEDIUM|MEXICO|98310.0|Unknown Date, UNK, WI — Without Inspection|CLC NA|||||||None|WARRANT OF ARREST/NOTICE TO APPEAR|01/30/2019 — 212a6Ai — ALIEN PRESENT WITHOUT ADMISSION OR PAROLE — (PWAs)|0.0|0.0|0.0|2019-01-29|2019.2|2019.0|False|False|False|False|False|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|True|False|False|False|False|False|WA|Kitsap County|47.5403732|-122.6362492
5cf1b8d25628821a43da8f9064d29a4a7dc3d987|ice|ICE 2020-05|2019.0|7.0|10.0|5.0|39.0|LYNDEN, WA|07/10/19|BLH/BLW|39.0|M|MEDIUM|INDIA|98421.0|07/10/2019 03:30, LYN, PWA (AFOOT)|PB UNKNOWN|||||||None|EXPEDITED REMOVAL|07/10/2019 - 212a7AiI - IMMIGRANT WITHOUT AN IMMIGRANT VISA|0.0|0.0|0.0|2019-07-10|2019.4|2019.0|False|True|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|WA|Whatcom County|48.9428018|-122.4529469
ce01cb5768dc70ed0bd02ff946631889ad9c80d2|ice|ICE 2020-05|2019.0|7.0|10.0|14.0|47.0|SEATTLE, WA|07/10/19|SEA/SEA|35.0|M||CAMBODIA|98421.0|06/25/1985, SEA,|OA NA|||||||None|BAG AND BAGGAGE|07/10/2019 - 237a2Bi - DRUG CONVICTION|0.0|0.0|0.0|2019-07-10|2019.4|2019.0|False|True|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|WA|King County|47.6062095|-122.3320708
c087cc287d55d91127ee87ca78d6b0053393ba44|ice|ICE 2020-05|2019.0|9.0|23.0|8.0|30.0|WOODBURN, OR|09/23/19|POO/POO|27.0|M|MEDIUM|MEXICO|98421.0|08/20/2019, UNK, WI - Without Inspection|NCA NA||||MEXICO|||None|REINSTATEMENT OF DEPORT ORDER|09/23/2019 - 212a9Aii - ALIEN PREVIOUSLY REMOVED TWO OR MORE TIMES, NOT AS AN ARRIVING|0.0|0.0|0.0|2019-09-23|2019.4|2019.0|False|True|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|True|True|False|False|False|False|False|False|False|False|OR|Marion County|45.143731|-122.8553724
7179e10bdbb9d94eb9e799e563150e0f22ef69c6|ice|ICE 2020-05|2019.0|5.0|30.0|12.0|19.0|SEATTLE, WA|05/30/19|SEA/SEA|31.0|M|MEDIUM BROWN|GUATEMALA|92025.0||OA NA|||||||1 —GUATEMALA|OTHER||0.0|0.0|0.0|2019-05-30|2019.3|2019.0|False|True|False|False|True|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|WA|King County|47.6062095|-122.3320708
19e85a54530fb3764663a74102edb155a41a21f8|ice|ICE 2020-05|2019.0|7.0|23.0|11.0|20.0|PORTLAND, OR||POO/POO|35.0|M|MEDIUM BROWN|MEXICO|97124.0||CLC NA|||||||None|OTHER|07/23/2019 - 212a9Ai - ALIEN PREVIOUSLY REMOVED AS AN ARRIVING ALIEN - AGGRAVATED FELONY|0.0|0.0|0.0|2019-07-23|2019.4|2019.0|False|True|False|False|True|False|False|False|True|True|False|False|False|True|False|False|False|True|True|False|True|True|False|False|False|False|False|OR|Multnomah County|45.5051064|-122.6750261
fa6df3bf0dc9a1ed60645c35363c746cb0a82eb9|ice|ICE 2020-05|2019.0|8.0|26.0|7.0|10.0|PUYALLUP, WA|08/26/19|SEA/SEA|37.0|M|MEDIUM|MEXICO|98421.0|Unknown Date, UNK|L NA|||||||None|REINSTATEMENT OF DEPORT ORDER|08/22/2019 - 212a9Aii - ALIEN PREVIOUSLY REMOVED TWO OR MORE TIMES, NOT AS AN ARRIVING|0.0|0.0|0.0|2019-08-26|2019.4|2019.0|False|True|False|False|True|False|False|False|True|False|False|False|False|True|False|False|False|False|True|False|False|False|False|False|True|False|False|WA|Pierce County|47.1853785|-122.2928974
3290286ff8f985bc130269fc414796877ca66e9f|ice|ICE 2020-05|2019.0|3.0|9.0|23.0|36.0|SUMAS, WA|03/10/19|SMS/BLW|1.0|F|MEDIUM|MEXICO|98188.0|“er ’|PB UNKNOWN||||MEXICO|||None|EXPEDITED REMOVAL|03/09/2019 — 212a7AiI — IMMIGRANT WITHOUT AN IMMIGRANT VISA|0.0|0.0|0.0|2019-03-09|2019.2|2019.0|False|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|WA|Whatcom County|49.0001217|-122.2648752
3d6decd367c5cc66d21cda016e6f74aeed9b4c9e|ice|ICE 2020-05|2019.0|4.0|24.0|9.0|40.0|SEATTLE, WA|04/24/19|SEA/SEA|42.0|F||THAILAND|98105.0|12/01/2017 21 :25, SEA, B2 - Visitor For Pleasure|L NA|||||||None|WARRANT OF ARREST/NOTICE TO APPEAR|04/24/2019 - 237a1B - NONIMMIGRANT OVERSTAY|0.0|0.0|0.0|2019-04-24|2019.3|2019.0|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|False|False|WA|King County|47.6062095|-122.3320708
e835169336a2ec076982e35c689cbab1f3dda496|ice|ICE 2020-05|2019.0|8.0|20.0|11.0|0.0|MOSES LAKE, WA|08/20/19|SPK/SPW|27.0|M|MEDIUM|MEXICO|99344.0|Unknown Date, PWA (AFOOT)|O UNKNOWN|||||||None|REINSTATEMENT OF DEPORT ORDER|08/20/2019 - 212a9Aii - ALIEN PREVIOUSLY REMOVED ONCE, NOT AS AN ARRIVING ALIEN (NOT|0.0|0.0|0.0|2019-08-20|2019.4|2019.0|False|True|False|False|True|False|False|True|True|False|False|False|False|True|False|False|False|False|True|False|False|False|False|False|False|False|False|WA|Grant County|47.1301417|-119.2780771
9e4d026189d1dc340211847e53416f792e92bc49|ice|ICE 2020-05|2018.0|1.0|22.0|17.0|18.0|EPHRATA, WA||WNT/SEA|28.0|M|MEDIUM BROWN|MEXICO|98056.0||CLC NA|||||||2 —UNITED STATES|OTHER|11/21/2018 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs)|0.0|0.0|0.0|2018-01-22|2018.2|2018.0|False|False|False|False|False|False|True|False|False|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|WA|Grant County|47.3176385|-119.5536491
2a933506b9facdd32823029b1d980b9955b67d5c|ice|ICE 2020-05|2019.0|6.0|20.0|11.0|59.0|SEATAC, WA|06/20/19|SEA/SEA|40.0|M|LIGHT BROWN|MEXICO|98421.0|Unknown Date|CFD NA|||||||None|OTHER|06/20/2019 - 212a6Ai - ALIEN PRESENT WITHOUT ADMISSION OR PAROLE - (PWAs)|0.0|0.0|0.0|2019-06-20|2019.3|2019.0|False|True|False|False|True|False|False|False|False|True|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|False|WA|King County|47.4435903|-122.2960726
a2ddaa2b4adbd26fdeff9fc0ac2d46e591f4ac22|ice|ICE 2020-05|2019.0|9.0|26.0|0.0|1.0|SALEM, OR|09/26/19|EUG/POO|42.0|F|MEDIUM|ARGENTINA|98421.0|09/25/1990, POO, W26 — Alien previously granted temporary resident|NCA NA|||||||None|WARRANT OF ARREST/NOTICE TO APPEAR|09/20/2019 - 237a2Bi - DRUG CONVICTION|0.0|0.0|0.0|2019-09-26|2019.4|2019.0|False|True|False|False|False|False|False|False|True|False|False|False|False|True|False|False|False|True|False|False|False|False|False|False|False|False|False|OR|Marion County|44.9428975|-123.0350963
